Estabelecimento,Região de Saúde,Ano de Competência,Mês de Competência,Mês Nome,Asma,DPOC,Pré-natal,Puericultura,Puerpério (até 42 dias),Rast. risco cardiovascular,Reabilitação,Saúde mental,Saúde sexual e reprodutiva,Tabagismo,Usuário de álcool,Usuário de outras drogas
UBS 8 - Recanto das Emas,Região Centro-Sul,2021,11,Novembro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2021,12,Dezembro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2022,01,Janeiro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2022,02,Fevereiro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2022,03,Março,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2022,04,Abril,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2022,05,Maio,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2022,06,Junho,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2022,07,Julho,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2022,08,Agosto,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2022,09,Setembro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2022,10,Outubro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2022,11,Novembro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2022,12,Dezembro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2023,01,Janeiro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2023,02,Fevereiro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2023,03,Março,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2023,04,Abril,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2023,05,Maio,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2023,06,Junho,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2023,07,Julho,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2023,08,Agosto,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2023,09,Setembro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2023,10,Outubro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2023,11,Novembro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2023,12,Dezembro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2024,01,Janeiro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2024,02,Fevereiro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2024,03,Março,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2024,04,Abril,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2024,05,Maio,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2024,06,Junho,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2024,07,Julho,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2024,08,Agosto,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2024,09,Setembro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2024,10,Outubro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2024,11,Novembro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2024,12,Dezembro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2025,01,Janeiro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2025,02,Fevereiro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2025,03,Março,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2025,04,Abril,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2025,05,Maio,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2025,06,Junho,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2025,07,Julho,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2025,08,Agosto,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2025,09,Setembro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2025,10,Outubro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2025,11,Novembro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Recanto das Emas,Região Centro-Sul,2025,12,Dezembro,3,0,29,0,0,0,0,20,2,0,0,0
UBS 8 - Planaltina,Região Centro-Sul,2019,01,Janeiro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2019,02,Fevereiro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2019,03,Março,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2019,04,Abril,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2019,05,Maio,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2019,06,Junho,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2019,07,Julho,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2019,08,Agosto,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2019,09,Setembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2019,10,Outubro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2019,11,Novembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2019,12,Dezembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2020,01,Janeiro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2020,02,Fevereiro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2020,03,Março,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2020,04,Abril,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2020,05,Maio,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2020,06,Junho,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2020,07,Julho,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2020,08,Agosto,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2020,09,Setembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2020,10,Outubro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2020,11,Novembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2020,12,Dezembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2021,01,Janeiro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2021,02,Fevereiro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2021,03,Março,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2021,04,Abril,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2021,05,Maio,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2021,06,Junho,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2021,07,Julho,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2021,08,Agosto,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2021,09,Setembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2021,10,Outubro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2021,11,Novembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2021,12,Dezembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2022,01,Janeiro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2022,02,Fevereiro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2022,03,Março,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2022,04,Abril,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2022,05,Maio,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2022,06,Junho,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2022,07,Julho,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2022,08,Agosto,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2022,09,Setembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2022,10,Outubro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2022,11,Novembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2022,12,Dezembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2023,01,Janeiro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2023,02,Fevereiro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2023,03,Março,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2023,04,Abril,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2023,05,Maio,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2023,06,Junho,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2023,07,Julho,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2023,08,Agosto,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2023,09,Setembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2023,10,Outubro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2023,11,Novembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2023,12,Dezembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2024,01,Janeiro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2024,02,Fevereiro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2024,03,Março,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2024,04,Abril,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2024,05,Maio,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2024,06,Junho,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2024,07,Julho,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2024,08,Agosto,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2024,09,Setembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2024,10,Outubro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2024,11,Novembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2024,12,Dezembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2025,01,Janeiro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2025,02,Fevereiro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2025,03,Março,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2025,04,Abril,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2025,05,Maio,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2025,06,Junho,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2025,07,Julho,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2025,08,Agosto,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2025,09,Setembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2025,10,Outubro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2025,11,Novembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Planaltina,Região Centro-Sul,2025,12,Dezembro,17,0,133,0,0,0,0,80,20,6,1,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2019,01,Janeiro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2019,02,Fevereiro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2019,03,Março,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2019,04,Abril,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2019,05,Maio,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2019,06,Junho,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2019,07,Julho,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2019,08,Agosto,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2019,09,Setembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2019,10,Outubro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2019,11,Novembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2019,12,Dezembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2020,01,Janeiro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2020,02,Fevereiro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2020,03,Março,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2020,04,Abril,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2020,05,Maio,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2020,06,Junho,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2020,07,Julho,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2020,08,Agosto,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2020,09,Setembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2020,10,Outubro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2020,11,Novembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2020,12,Dezembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2021,01,Janeiro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2021,02,Fevereiro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2021,03,Março,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2021,04,Abril,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2021,05,Maio,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2021,06,Junho,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2021,07,Julho,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2021,08,Agosto,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2021,09,Setembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2021,10,Outubro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2021,11,Novembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2021,12,Dezembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2022,01,Janeiro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2022,02,Fevereiro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2022,03,Março,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2022,04,Abril,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2022,05,Maio,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2022,06,Junho,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2022,07,Julho,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2022,08,Agosto,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2022,09,Setembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2022,10,Outubro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2022,11,Novembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2022,12,Dezembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2023,01,Janeiro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2023,02,Fevereiro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2023,03,Março,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2023,04,Abril,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2023,05,Maio,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2023,06,Junho,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2023,07,Julho,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2023,08,Agosto,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2023,09,Setembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2023,10,Outubro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2023,11,Novembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2023,12,Dezembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2024,01,Janeiro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2024,02,Fevereiro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2024,03,Março,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2024,04,Abril,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2024,05,Maio,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2024,06,Junho,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2024,07,Julho,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2024,08,Agosto,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2024,09,Setembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2024,10,Outubro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2024,11,Novembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2024,12,Dezembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2025,01,Janeiro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2025,02,Fevereiro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2025,03,Março,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2025,04,Abril,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2025,05,Maio,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2025,06,Junho,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2025,07,Julho,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2025,08,Agosto,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2025,09,Setembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2025,10,Outubro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2025,11,Novembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Paranoá PAD/DF,Região Centro-Sul,2025,12,Dezembro,3,0,18,0,0,0,0,15,3,0,0,0
UBS 8 - Ceilândia,Região Centro-Sul,2019,01,Janeiro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2019,02,Fevereiro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2019,03,Março,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2019,04,Abril,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2019,05,Maio,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2019,06,Junho,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2019,07,Julho,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2019,08,Agosto,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2019,09,Setembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2019,10,Outubro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2019,11,Novembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2019,12,Dezembro,10,0,299,0,2,0,0,84,30,3,2,0
UBS 8 - Ceilândia,Região Centro-Sul,2020,01,Janeiro,10,0,299,0,2,0,0,84,30,3,2,0
