Estabelecimento,Região de Saúde,Ano de Competência,Mês de Competência,Mês Nome,Asma,DPOC,Pré-natal,Puericultura,Puerpério (até 42 dias),Rast. risco cardiovascular,Reabilitação,Saúde mental,Saúde sexual e reprodutiva,Tabagismo,Usuário de álcool,Usuário de outras drogas
UBS 7 - Sobradinho II,Região Leste,2019,07,Julho,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2019,08,Agosto,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2019,09,Setembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2019,10,Outubro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2019,11,Novembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2019,12,Dezembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2020,01,Janeiro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2020,02,Fevereiro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2020,03,Março,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2020,04,Abril,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2020,05,Maio,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2020,06,Junho,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2020,07,Julho,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2020,08,Agosto,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2020,09,Setembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2020,10,Outubro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2020,11,Novembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2020,12,Dezembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2021,01,Janeiro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2021,02,Fevereiro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2021,03,Março,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2021,04,Abril,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2021,05,Maio,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2021,06,Junho,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2021,07,Julho,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2021,08,Agosto,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2021,09,Setembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2021,10,Outubro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2021,11,Novembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2021,12,Dezembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2022,01,Janeiro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2022,02,Fevereiro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2022,03,Março,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2022,04,Abril,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2022,05,Maio,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2022,06,Junho,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2022,07,Julho,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2022,08,Agosto,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2022,09,Setembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2022,10,Outubro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2022,11,Novembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2022,12,Dezembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2023,01,Janeiro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2023,02,Fevereiro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2023,03,Março,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2023,04,Abril,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2023,05,Maio,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2023,06,Junho,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2023,07,Julho,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2023,08,Agosto,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2023,09,Setembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2023,10,Outubro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2023,11,Novembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2023,12,Dezembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2024,01,Janeiro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2024,02,Fevereiro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2024,03,Março,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2024,04,Abril,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2024,05,Maio,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2024,06,Junho,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2024,07,Julho,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2024,08,Agosto,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2024,09,Setembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2024,10,Outubro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2024,11,Novembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2024,12,Dezembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2025,01,Janeiro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2025,02,Fevereiro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2025,03,Março,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2025,04,Abril,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2025,05,Maio,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2025,06,Junho,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2025,07,Julho,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2025,08,Agosto,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2025,09,Setembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2025,10,Outubro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2025,11,Novembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - Sobradinho II,Região Leste,2025,12,Dezembro,6,0,62,0,0,0,0,35,9,1,0,0
UBS 7 - São Sebastião,Região Leste,2019,01,Janeiro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2019,02,Fevereiro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2019,03,Março,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2019,04,Abril,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2019,05,Maio,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2019,06,Junho,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2019,07,Julho,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2019,08,Agosto,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2019,09,Setembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2019,10,Outubro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2019,11,Novembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2019,12,Dezembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2020,01,Janeiro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2020,02,Fevereiro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2020,03,Março,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2020,04,Abril,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2020,05,Maio,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2020,06,Junho,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2020,07,Julho,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2020,08,Agosto,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2020,09,Setembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2020,10,Outubro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2020,11,Novembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2020,12,Dezembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2021,01,Janeiro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2021,02,Fevereiro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2021,03,Março,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2021,04,Abril,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2021,05,Maio,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2021,06,Junho,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2021,07,Julho,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2021,08,Agosto,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2021,09,Setembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2021,10,Outubro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2021,11,Novembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2021,12,Dezembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2022,01,Janeiro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2022,02,Fevereiro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2022,03,Março,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2022,04,Abril,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2022,05,Maio,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2022,06,Junho,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2022,07,Julho,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2022,08,Agosto,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2022,09,Setembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2022,10,Outubro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2022,11,Novembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2022,12,Dezembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2023,01,Janeiro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2023,02,Fevereiro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2023,03,Março,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2023,04,Abril,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2023,05,Maio,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2023,06,Junho,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2023,07,Julho,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2023,08,Agosto,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2023,09,Setembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2023,10,Outubro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2023,11,Novembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2023,12,Dezembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2024,01,Janeiro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2024,02,Fevereiro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2024,03,Março,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2024,04,Abril,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2024,05,Maio,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2024,06,Junho,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2024,07,Julho,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2024,08,Agosto,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2024,09,Setembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2024,10,Outubro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2024,11,Novembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2024,12,Dezembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2025,01,Janeiro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2025,02,Fevereiro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2025,03,Março,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2025,04,Abril,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2025,05,Maio,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2025,06,Junho,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2025,07,Julho,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2025,08,Agosto,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2025,09,Setembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2025,10,Outubro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2025,11,Novembro,4,0,75,0,0,0,0,22,7,0,0,0
UBS 7 - São Sebastião,Região Leste,2025,12,Dezembro,4,0,75,0,0,0,0,22,7,0,0,0
